ParlaMint-FR_2018-11-12-O1058.u1	The next item is the debate on the draft amending finance law for 2018 (No. 1371, 1395).
ParlaMint-FR_2018-11-12-O1058.u137	We can only agree with this request for referral back to committee. Mrs Goulet, we have nevertheless taken the time to be present in committee and to table amendments. We have done the most serious work possible, but the conditions under which we have had to do it are not correct. We would need to deepen what has been done, to be more nuanced...
ParlaMint-FR_2018-11-12-O1058.u138	Yes, "more nuanced"!
ParlaMint-FR_2018-11-12-O1058.u139	The lack of time and senseless deadlines largely deserve to refer the text back to committee.
ParlaMint-FR_2018-11-12-O1058.u140	Mr Fabien Roussel, for the Group of the Democratic and Republican Left, has the floor.
ParlaMint-FR_2018-11-12-O1058.u141	The Communist Members will of course vote on the point of order they have tabled themselves. The right of amendment guaranteed by the Constitution is flouted by the deadlines for tabling the amendments: only 48 hours from the time when the text was presented to us and the deadline for tabling the amendments closed. How do you want us to work properly within such a time frame, even though we were at the same time convened in the Finance Committee to examine the non-attached articles of the PLF? That is not how we guarantee Parliament's right of amendment! [[Exclaims on a few benches of the LaREM group]] [[Persistent exclamations on the banks of the LaREM Group]] An amending finance bill can correct a fiscal trajectory if there are urgent needs, emergencies or serious needs. Right now, isn't there a cry of anger going up in our country? Does this cry not deserve to be taken into account in this amending finance bill? Of course, on Friday morning we were not in the Finance Committee: I am a member of the Finance Committee, but personally I was in my constituency. You see, ladies and gentlemen, every Friday morning, I have a permanence in my constituency and I get people. You should be more often in your ridings to listen to what our fellow citizens are saying!
ParlaMint-FR_2018-11-12-O1058.u142	I was there Saturday morning!
ParlaMint-FR_2018-11-12-O1058.u143	They are angry, and they will show it with good reason. If you spent less time in the Chamber, and more time in the field, you would have a chance to hear that anger! Then you might vote for this referral to committee.
ParlaMint-FR_2018-11-12-O1058.u144	This is where we vote the law, not on the street!
ParlaMint-FR_2018-11-12-O1058.u145	I put to the vote the motion for referral to committee.
ParlaMint-FR_2018-11-12-O1058.u146	The result of the vote is as follows: Number of voters 44 Number of votes cast 44 Absolute majority 23 For adoption 15 Against 29
ParlaMint-FR_2018-11-12-O1058.u147	The meeting was suspended.
ParlaMint-FR_2018-11-12-O1058.u148	The meeting was resumed.
