ParlaMint-FR_2018-04-04-O1177.u1	The meeting was suspended.
ParlaMint-FR_2018-04-04-O1177.u272	I am a member of parliament for Thiérache and Vermandois, in the Hauts-de-France, an agricultural and industrial land which unfortunately experienced the great industrial textile crisis between the 1970s and 2012, the date of the closure of the establishments Noiret, a spinning and weaving that made uniforms for the civil and military forces. Since the crisis had spread over time, the Territory had not benefited from specific revitalization programmes, which was a pity. We have, however, a beautiful industry on our territory, with real flowers like Tereos, Nestlé, Materne, Le Creuset, Givenchy or West Pharmaceutical Services. These companies enjoy themselves well in our rural areas, because of the culture of enterprise, the attachment of employees, probably stronger than elsewhere to their production tool and, perhaps, a quality of life, which is not so bad. However, this is not enough: companies are lacking in our territory and we would naturally like to see more activity and entities set up there. Moreover, in recent years we have seen a phenomenon of metropolization, which we do not understand well. The companies are indeed settling around the biggest cities, abandoning our ruralness, while this one, as I said, has certain advantages. Their installation creates problems of transport, housing and security. To compensate for the lack of attractiveness of our territories, we would need more incentive mechanisms. They exist, such as rural regeneration zones – ZRR –, regional aid zones – AFR – but these are not always well adapted. Thus, a territory will only be able to benefit from the ZRR scheme if it is located exactly in the area. These zone effects are very damaging. Proximity to free zones can also pose problems of competitiveness between very close territories. We therefore need a more incentive mechanism, which leverages these industries and economies in general. What does the Government intend to do in that regard? Madam Secretary of State, do you intend to improve these arrangements or modify them, to attract activity in rural areas that are already in difficulty?
ParlaMint-FR_2018-04-04-O1177.u273	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u274	Mr President, thank you for your question. Like others before you, you highlight the subject of industry in the territories and the difficulty of attracting or maintaining industries in landlocked or isolated areas. I also agree with your analysis of zoning systems, which lead to local imbalance effects, which are difficult to justify and sometimes manage. This does not always seem to us to be the right solution. We favour a cross-cutting approach to industry, with the question of resources, the attractiveness of young people, investors, who, as we have seen, are sometimes ready to consider new settlements in our territories. We also favour better digital coverage of the territories,...
ParlaMint-FR_2018-04-04-O1177.u275	That's it!
ParlaMint-FR_2018-04-04-O1177.u276	... since we know that access to these digital networks becomes crucial to maintaining activity or for facilities to materialize. It is in this spirit that the Government has greatly accelerated investment, both on mobile and on the high-speed Internet, so that these isolated areas can provide industrial and economic activities with the means they need.
ParlaMint-FR_2018-04-04-O1177.u277	We come to the questions of the Group of the European People's Party. Mr Bastien Lachaud has the floor.
ParlaMint-FR_2018-04-04-O1177.u278	Madam Secretary of State, on February 2, Fincantieri signed the acquisition of 50% of the capital of STX, the former Atlantic Buildings, for EUR 59.7 million. After partial nationalisation, the State agreed to lend 1% to the Italian shipowner, guaranteeing control of the company. But the agreement includes another clause, the rapprochement of Fincantieri and Naval Group, the former DCNS. Yet this rapprochement had been prevented twice during the previous quinquennium by the Ministry of Defence, which feared that an unbalanced partnership would lead to the brader Naval Group. Since September 2017, however, reconciliation is apparently no longer a problem. The French and Italian governments have set up working groups at work for months. But, of this process, nothing substantial filters. The risk of France once again disposing of strategic industrial capabilities is like a spectre. The strategic term is particularly suitable since, without Naval Group, no deterrent force, no nuclear submarine attack, no aircraft carriers, no nuclear submarine launcher, including to allow Emmanuel Macron to make his com'. Although national representation is concerned and asking for clarification, it is constantly opposed to a communication based on the myth of winning co-operations. But it is a little quick to forget that we are scalded and that recent industrial history has more fiascos than success stories. In any event, the work carried out in complete discretion in recent months has now lapsed: since Sunday, 4 March, the Italian government has no longer had the legitimacy to bring this project to fruition. This gives you the opportunity to act, finally, with transparency, to inform the national representation of your intentions and, if necessary, to involve it in your work. In short, Madam Secretary of State, what do you intend to do with Naval Group?
ParlaMint-FR_2018-04-04-O1177.u279	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u280	Mr President, you seem to fear that the rapprochement between Naval Group and Fincantieri will lead to a loss of sovereignty. I would like to reassure you on this point. It's an alliance, not a merger. This alliance is driven by a strong political will, shared by France and Italy. The aim is to gradually build a European shipbuilding leader, able to cope with the growing competition from new entrants, especially Asian, and to maintain technical and innovation capabilities for the benefit of both French-Italian state customers and exports.
ParlaMint-FR_2018-04-04-O1177.u281	It's Alstom!
ParlaMint-FR_2018-04-04-O1177.u282	The work undertaken since the autumn confirms the relevance of a Franco-Italian rapprochement in the defence naval, in particular on the basis of a costing of synergies and the possibility of pooling Franco-Italian programmes in the field of military surface vessels. Again, it is a matter of pooling programmes on which there is a convergence of interests between the two marines, not of merging industrial resources. This alliance, at least in the announcements scheduled for June, will not contain any capital elements.
ParlaMint-FR_2018-04-04-O1177.u283	You have the floor again, Mr Lachaud, for a second question.
ParlaMint-FR_2018-04-04-O1177.u284	Madam Secretary of State, Dunkirk's LNG terminal is on sale. It took four years to build it. In operation since January 2017 alone, barely more than a year, it has cost 1.2 billion euros. EDF is a majority shareholder with 65% of the capital. And, as I recall, the state is a majority shareholder of EDF, with 83% of the capital. It is therefore once again the heritage of France that passes into the hands of the private sector. This time, the Belgian Fluxys picks up the bet. EDF disposes of all its assets; Total follows by transferring 10% of the capital. Yet the Dunkirk site is clearly strategic. It covers 20% of France's and Belgium's natural gas needs. While it is obvious that fossil resources will have to be stopped, everyone knows that natural gas is infinitely less polluting than oil. How can we claim to be embarking on the ecological transition that France and the world need by abandoning the necessary infrastructure? How can we pretend to be the master of our destiny when we let foreign companies take over them? But this terminal is not only strategic: it is profitable, since, in a year, it has generated a gross operating surplus of 140 million euros. Of course, you will justify the sale by stating that, in the market, this kind of profit is really not attractive. But then, it's hard to believe that we could find a buyer so easily. Is Fluxys naive? Would it be that by selling we make a good deal? It would be time to stop serving us the same things: no, the state is not meant to make profits, to manage its assets as a trader or to speculate on the energy market. Nor is it intended to invest billions in order to finally be trodden by the first company to come. As for your last argument that EDF must be de-indebted, the great deal! Once again, the Liberals made the debts and took advantage of them to justify the great warehousing. It should also be remembered that this debt is explained by the nuclear sector, not by gas. For those who only think by numbers, that's still a reason to get out of it. Once all these reasons have been examined, Madam Secretary of State, how can you justify that the State, through EDF, renounces a strategic and job-providing facility?
ParlaMint-FR_2018-04-04-O1177.u285	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u286	Mr President, you are concerned about EDF's divestiture of the Dunkirk LNG terminal. However, this did not seem to us to be a problem.
ParlaMint-FR_2018-04-04-O1177.u287	How amazing!
ParlaMint-FR_2018-04-04-O1177.u288	Indeed, as you have indicated, this divestment takes place, as part of EDF's management of its assets. EDF has a heavy investment programme in renewable energy and nuclear energy. So he has choices to make. These choices were made, with the transfer of the terminal. This transfer did not seem to reduce our sovereignty.
ParlaMint-FR_2018-04-04-O1177.u289	It's a mistake!
ParlaMint-FR_2018-04-04-O1177.u290	Since gas transport is a regulated activity, it is not a sale that endangers France's gas supply.
ParlaMint-FR_2018-04-04-O1177.u291	We conclude with a question by Mrs Emmanuelle Ménard, in the name of the non-attached Members.
ParlaMint-FR_2018-04-04-O1177.u292	Madam Secretary of State, often, too often, reality, the "rugious reality" as Rimbaud said, comes to deny the most roused of speeches, the most worked elements of language. Not a minister's speech, without a reference to rural France, to France, the medium-sized cities that we should finally care about. Elected from that France, I ended up believing, by persuading myself that our rulers had taken the measure of the sense of abandonment of this marginalised, ringardized France. What a naivety of me! Let me tell you what happens to me in Béziers. A few weeks ago, we learn, through an indiscretion of its employees, that EDF Energies Nouvelles simply decided to leave our territory and move to Montpellier. This move represents a loss of 200 jobs. Two hundred jobs is not a straw, especially when they come in addition to the closure of I do not know how many services of the State which, too, prefer the big city of Montpellier! EDF Energies nouvelles did not even bother to inform the local elected officials, to ask us if we had any proposals to make or land to offer. Mr. Cahuzac, the CEO – for a few more days – of this 100% EDF subsidiary, has better things to do than talk to provincials like us; He doesn't even want to meet us. Madam Secretary of State, EDF is the property of the State at 83.5%, that is, the property of the French. We deserve better than that sufficiency, than that arrogance. A public enterprise is not a company like any other. She has obligations. Profit cannot be its only goal, its only compass. Madam Secretary of State, France where I live needs to be listened to, needs consideration. What do you intend to do so that Mr Cahuzac – or his successor – will at last pay attention to us?
ParlaMint-FR_2018-04-04-O1177.u293	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u294	Madam Member, I confess that I am not aware of the details of the situation you are talking about, which is very local, since it is, if I have understood correctly, a move from Béziers to Montpellier – and, presumably, an optimization by EDF Energies nouvelles of its organisation in the territory. As EDF's shareholder, we must of course be attentive to the social and accompanying conditions in which this type of transaction is carried out. I can assure you that we will be.
ParlaMint-FR_2018-04-04-O1177.u295	The question session on industrial policy and employment is over.
ParlaMint-FR_2018-04-04-O1177.u296	Next meeting, this morning, at 9:30 a.m.: Discussion of the proposal for a law on the tax and social exemption from overtime; Discussion of the bill to increase purchasing power through the creation of a fuel ticket; Discussion of the bill to assign the combatant's card to soldiers hired in Algeria after the Evian Accords, from 2 July 1962 until 1 July 1964; Discussion of the bill, passed by the Senate, on the reception of Travellers and the fight against illegal facilities. The meeting is adjourned.
