ParlaMint-FR_2018-11-12-O1059.u1	The next item is the debate on the draft amending finance law for 2018 (No. 1371, 1395).
ParlaMint-FR_2018-11-12-O1059.u128	In general, I do not want to argue; This is even less so when it comes to defence appropriations. While the minister took care to speak at length, which I thank him for, he did not provide us with any substantive response. He explained to us how the freezing and thawing of credits worked, which I know very well. He also told us how he was going to solve management problems. Fortunately, he has solutions in this area! This does not answer at all the question I asked. The solution to Title 2 is worrying: it either proves that there has been overbudgeting, or that Mrs Parly has difficulty recruiting and that she has serious staff problems. Perhaps this will help you manage the budget, minister, but in both cases it is catastrophic. On the other hand, if there is room for manoeuvre in this area, they should be used to abound the 146 "Equipment of Forces" program; A law of military programming is in fact made to defend the equipment. All these answers therefore seem to me, minister, a bit wired. I would just like to note, especially for those colleagues of the majority who are in good faith, that the commitments that have been made will not be fulfilled. Of course, in the current context, it is very unpleasant for the military. In view of France's international role and the desire expressed by the President of the Republic to advance Europe's defence, if, after making major speeches, there is a canife in the budget, we are not credible. That's what's happening, and that's too bad. [[Applause on the benches of the LR and LT groups]] There are still a few weeks left, during which the text will be examined in the Senate. There's still time to review your copy, Minister!
ParlaMint-FR_2018-11-12-O1059.u129	All right!
ParlaMint-FR_2018-11-12-O1059.u130	The Chairman of the Committee on Finance has the floor.
ParlaMint-FR_2018-11-12-O1059.u131	Mr Minister, for my part, I am not questioning the effort to create a new environment: it is clearly visible and we welcome it. At some point, it is necessary to narrow the gap between what is budgeted and what is found – to the extent possible, of course. To be honest, minister, I didn't understand everything you said. For my part, I believe that the necessary amount should be taken from all the precautionary reserves of other departments, and not just from the Ministry of Defence's precautionary reserve. In their article 4, the two military programming laws, the one covering the years 2014 to 2019 and the one covering the years 2019 to 2025, say roughly the same thing – probably they were drafted by the same people. They provide that in management, net additional costs not covered by the annual allocation or provision "are subject to interdepartmental funding". It is quite clear: there is therefore no reason to amplify the appropriations of the Ministry of Defence.
ParlaMint-FR_2018-11-12-O1059.u132	The Minister has the floor.
ParlaMint-FR_2018-11-12-O1059.u133	Mr. de Courson, you're giving me false announcements.
ParlaMint-FR_2018-11-12-O1059.u134	What's in the report?
ParlaMint-FR_2018-11-12-O1059.u135	It is the work of the rapporteur-general! If you had listened to me, I would have noted that I had mentioned the General Delegate for Armaments, Mr. Joël Barre. On 8 November last, he declared at the presentation of his first annual balance sheet that the amount of cancellations announced was relatively low if it was reported to the €850 million cancellations made in 2017. "This represents only 3% of program 146," he said. And to add: "We are able to assume it without consequences for the deliveries of our armies. »
ParlaMint-FR_2018-11-12-O1059.u136	These are elements of language!
ParlaMint-FR_2018-11-12-O1059.u137	Do you consider him a civil servant who doesn't play his part? I don't think that's the case.
ParlaMint-FR_2018-11-12-O1059.u138	The defense controls, they don't happen like that. You've got to find out!
ParlaMint-FR_2018-11-12-O1059.u139	[[Exclaims on the benches of the LR and LT groups]] For my part, honourable Member, I believe in the words of and respect for the senior officials of our country. If you do not, you will have the opportunity to tell them. I have quoted from you the General Delegate for Armaments, because we must listen carefully to his comments. By the way, when you belonged to the majority,...
ParlaMint-FR_2018-11-12-O1059.u140	At the time, you belonged to the same one!
ParlaMint-FR_2018-11-12-O1059.u141	[[Exclaims on the benches of the LR group]] ...you have approved the cancellation of a lot of appropriations for the armies. I remember amounts ranging from EUR 200 million to EUR 400 million, well beyond the amount of the freeze, which was set for the Ministry of Armed Forces at a very high level.
ParlaMint-FR_2018-11-12-O1059.u142	It's out of the question!
ParlaMint-FR_2018-11-12-O1059.u143	I hear that we must now be very virtuous. However, I would point out to you that you find that we are not doing enough, when you yourself did not at the time seek to make the external operations budget sincere. However, we increase the appropriations by EUR 200 million each year, up to almost EUR 2 billion, while you, when you were in power, did nothing but cancel your appropriations. Mr. President Woerth, if I hear your comment, there was no voice at all, either during the review of the military programming bill or during the review of the finance bill, to demand that the military budget should not be frozen. You never asked! What was going on so far? It was a little hypocrites' ball: through pre-order orders, the Minister of Public Accounts – and let me tell you that you, too, have failed, which I can understand in view of the difficulties that this represented – considered that the freeze of appropriations represented the contribution of the Ministry of Armed Forces to the interdepartmental funding of other public policies, while the other departments, for their part, were involved in the interdepartmental funding of the OPEXs. It was a number worthy of the Shadoks! In doing so, you did not respect anyone: Parliament, the armies, or other government departments.
ParlaMint-FR_2018-11-12-O1059.u144	Of course!
ParlaMint-FR_2018-11-12-O1059.u145	[[Applause on the benches of the LaREM group]] What we are proposing to you, for our part, is the sincerity of the budget: what we are doing is exactly what Parliament voted for. This is a very significant increase in military appropriations. If I understand the questions asked to me, let me tell you that your conclusions are not the right ones.
ParlaMint-FR_2018-11-12-O1059.u146	Mr Philippe Vigier has the floor.
ParlaMint-FR_2018-11-12-O1059.u147	Do not see any controversial intent, minister, in what is written on page 38 of the report. The seriousness of the matter justifies, it seems to me, that we read it very simply: "Cancellations of appropriations on the other programs of the ministry [...] will only cover appropriations put in reserve, of which 319 million euros on the programme "Equipment of forces". These cancellations will result in a carry-over of the planned orders to the next financial year. »
ParlaMint-FR_2018-11-12-O1059.u148	That's the truth! That's enough lies!
ParlaMint-FR_2018-11-12-O1059.u149	[[Ms. Jeanine Dubie applauds]] Without knowing the subject as well as Mr. Cornut-Gentille, I know what permanent slippages the orders have been subjected to in recent years. If we have collectively supported the military programming law, it is an unprecedented effort, as you have just pointed out. However, even before the beginning of the programming period, in 2019, you are presenting this measure. All the soldiers we meet say: the availability of materials, extremely weak, requires a special effort. The cancellation of this €319 million envelope will obviously result in the postponement of orders, resulting in deliveries; As a result, our operational capability will be diminished.
