ParlaMint-FR_2022-01-05-O1110.u1	The meeting was suspended.
ParlaMint-FR_2022-01-05-O1110.u121	How long have you not been in the hospital? Do your job, go to hospitals!
ParlaMint-FR_2022-01-05-O1110.u122	[[Exclaims on the banks of the LaREM and Dem groups]] Those who have wiped out lives for two years are not on the opposition side, but are on the majority side. With regard to this amendment, it is completely absurd to require people wishing to travel to our country to be vaccinated. Indeed, the sanitary pass is quite sufficient to demonstrate that a traveller is not positive. Furthermore, freedom of movement is one of the fundamental freedoms.
ParlaMint-FR_2022-01-05-O1110.u123	Stay alive, too!
ParlaMint-FR_2022-01-05-O1110.u124	What is the opinion of the committee?
ParlaMint-FR_2022-01-05-O1110.u125	First of all, there are two important derogations: for a compelling family or health reason, a screening test will be sufficient to travel. In addition, the provisions in question are not applicable in the event of an emergency. That seems balanced to me. Secondly, I would like to point out that this part of the text refers to long-distance interregional transport, which lasts several hours in principle. This is why it is necessary to apply the vaccination pass. Unfavorable opinion on all amendments.
ParlaMint-FR_2022-01-05-O1110.u126	What is the Government's opinion?
ParlaMint-FR_2022-01-05-O1110.u127	I recall that the Council of State has of course validated the provision requiring the vaccination pass for long-distance interregional transport. The amendments, as drafted, aim to maintain the wording in force with regard to derogations from the obligation to present a health pass in transport. If that was their purpose, he was already satisfied because the proposed wording provided for exactly the same derogations with regard to the vaccination pass. Thus, the latter will not need to be presented in the following two situations: in the case of "imperious family or health grounds" and "in the event of an emergency that impedes the obtaining of the required evidence". I therefore invite you to withdraw your amendments; If I don't, I'll give you an unfavorable opinion.
ParlaMint-FR_2022-01-05-O1110.u128	Mr Michel Castellani has the floor.
ParlaMint-FR_2022-01-05-O1110.u129	What about the possibility of moving to islands, especially to Corsica? We have been asked on many occasions by people who are concerned about this. I would like the Minister to reassure us of the possibility of going and coming between Corsica and the continent in case of compelling motives. I recall that freedom of movement is of constitutional value.
ParlaMint-FR_2022-01-05-O1110.u130	Mrs Marine Le Pen has the floor.
ParlaMint-FR_2022-01-05-O1110.u131	I know that the Council of State is not close to incoherence. But the admission that the President of the Republic delivered to the newspaper Le Parisien does not invalidate his opinion on the bill? Let me quote the very interesting opinion that the Council has given on the draft law on the management of the health crisis: "the application of the "health pass" to each of the activities for which it is envisaged to be applied must be justified by the specific interest of the measure in limiting the spread of the epidemic". Thus, while the vaccination pass is envisaged for interregional transport, how is it less safe to borrow it by producing a negative test than by being vaccinated? It's usually the opposite! In this case, the Council of State should not, by definition, have validated the measure of application of the vaccination pass in transport. Indeed, if it is negative, having performed a test is much more secure than being vaccinated, which does not prevent being carrying the virus. The Council continued by stating that the application of the health pass could not be justified "by an objective which would be to encourage the persons concerned to be vaccinated. We touch the bottom of the problem, since the President of the Republic has just admitted, in the clearest way and, moreover, the most crude thing, that the purpose of the bill is in fact to rot the lives of unvaccinated people. Therefore, the opinion you have requested from the Council of State, Mr. Minister, has been given on the basis of misleading elements and should be amended by the Council itself to take account of the President's admission: it is not a question of aiming at a health security objective but of encouraging people to be vaccinated by rotting their lives.
ParlaMint-FR_2022-01-05-O1110.u132	Mr François Ruffin has the floor.
ParlaMint-FR_2022-01-05-O1110.u133	Is the aim of the law to protect the French or to piss them off?
ParlaMint-FR_2022-01-05-O1110.u134	Again!
ParlaMint-FR_2022-01-05-O1110.u135	Allowing the only people vaccinated to take the trains on a daily basis is a scathing of the police and is an example of a desire to obstruct the daily actions of some of our fellow citizens, and thus to ruin their lives, as was said a few months ago. We must pay tribute to the sincerity of the President of the Republic, who informs us of the real objective of the policy pursued for months now.
ParlaMint-FR_2022-01-05-O1110.u136	We've known you better!
ParlaMint-FR_2022-01-05-O1110.u137	You claim to "strengthen the tools for managing the health crisis." A forum published yesterday in the British Medical Journal, signed by hundreds of academics, calls not to bet on the vaccine. First of all, it advocates the use of high-security masks – the FFP2 masks – which, as you know, divide the contamination rate by eighty or even one hundred. But today, these masks are out of stock because of you. Secondly, it advocates air aeration and filtration, an area in which Ireland invests eighty times as much as France. Why? You have, moreover, rejected an amendment favouring air filtration. It's your fault we don't have these tools!
ParlaMint-FR_2022-01-05-O1110.u138	It can't be yours!
ParlaMint-FR_2022-01-05-O1110.u139	[[Protests on the benches of the LaREM group]] Madam Chair, pursuant to section 58, paragraph 5, we are requesting a public vote on a request for suspension of sitting.
ParlaMint-FR_2022-01-05-O1110.u140	Let's not mix it up. You have just spoken about the amendments, let us not mix the genres. I'm going to the end of the procedure. Mr Sebastien Jumel has the floor.
ParlaMint-FR_2022-01-05-O1110.u141	At some point, you have had a desire to apply the vaccination pass in the workplace, and so you have pretended to consult the social partners on this. It seems that the MEDEF, the Mouvement des entreprises de France, convinced you to give it up so as not to take the risk of paralyzing the country. However, a large number of citizens are forced to use public transport in order to carry out their work. By requiring the presentation of the vaccine pass in interregional transport, you are undermining your willingness not to apply it in the business world. I am therefore asking you about the consistency of this provision. Many people are obliged to take interregional transport every day in the exercise of their profession, especially if they live near a regional border. In my constituency, this is the case, for example, when you live in the Tréport and work in Amiens, or when you live in the country of Bray and work in the Oise. These people will therefore be required to take the train by means of a vaccination pass. How is this provision consistent with your desire not to deprive our fellow citizens of the freedom to work?
