ParlaMint-BG_2022-02-23.u1	Honourable colleagues, please register. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u174	Mr. Petrov, that is, you are making a new proposal, not vice versa, but a new proposal to extend until the adoption of paragraph 1 of this agenda. Okay. Are there any other proposals on the occasion of the extension of time, or actually a reverse opinion? I can't see. Okay. We will put to the vote first Mr. Petrov's proposal to extend the time until the end of item 1 of the agenda. Please vote procedure. Colleagues online: Colleagues, we are voting on Peter Petrov's proposal to extend today's meeting until the end of point 1. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u175	Abstention.
ParlaMint-BG_2022-02-23.u176	Krum Zarkov?
ParlaMint-BG_2022-02-23.u177	That's against it.
ParlaMint-BG_2022-02-23.u178	Stefan Shilev? Tsvetelina Zarkin?
ParlaMint-BG_2022-02-23.u179	Abstention.
ParlaMint-BG_2022-02-23.u180	They voted 129 in the Chamber and 3 online.. a total of 132 MPs: 27 against 20 in the Chamber and 1 online.. 21 abstentions total 82 in the Chamber and 2 online.. 84 total. [[(Reply from the hall:]] Please re-vote. Colleagues online: Atanas Zafirov?
ParlaMint-BG_2022-02-23.u181	Abstention.
ParlaMint-BG_2022-02-23.u182	Krum Zarkov?
ParlaMint-BG_2022-02-23.u183	That's against it.
ParlaMint-BG_2022-02-23.u184	Stefan Shilev? Tsvetelina Zarkin?
ParlaMint-BG_2022-02-23.u185	Yeah.
ParlaMint-BG_2022-02-23.u186	They voted 127 in the Chamber and 3 online. 130 MPs: for 82 in the Chamber and 1 online. 83 in total, against 3 in the Chamber and 1 online. 4 abstentions total 42 in the Chamber and 1 online. 43 total. The motion is accepted. [[Loud noise.]] That was a reword, Mr. Svilensky. Colleagues, we put to the vote Peter Petrov's proposal to extend the time until the adoption of item 1 of the agenda. There was a vote then there was a re-voting. Is there anything still unclear? We continue with the speeches. Mrs. Desislava Taneva, come in. [[Noise in the room.]] Mr. Svilensky, I've already given the floor of speech, please let Mrs. Taneva speak and then I'll give you the floor of procedure.
ParlaMint-BG_2022-02-23.u187	It's about what we do...
ParlaMint-BG_2022-02-23.u188	In relation to the vote. Mrs. Taneva, let's finish this question, excuse me. We're listening, Mr. Svilensky.
ParlaMint-BG_2022-02-23.u189	Honourable Members of the National Assembly! Yes, a proposal was made by colleague Petrov for working hours until the end of point 1. There was also a proposal for working hours until 6:00 and you voted for the further proposal by the end of point 1. I also propose that we put the proposal to the vote by 6:00, which does not exclude the proposal from the end of point 1.
ParlaMint-BG_2022-02-23.u190	Here you are, Mrs. Taneva.
ParlaMint-BG_2022-02-23.u191	Thank you, Mr. Chairman. Mr. Vassilev, I'm glad you're here, because all my notes are practically up to you. Dear Mr. Chairman, Members of the National Assembly! I am making this statement on the subject of the proposals that I and colleagues have introduced under art. 1 of the budget, in relation to the budget of the sector..................................................................................... I will expand the scope, but I will try to fit in over time, a little outside the scope I will enter, as this proposal is related to the budget of the sector................ the main topic of it is the support of farmers, but it covers several instruments that are already available and some of which are not the subject of today's debate.. I understand that, but to explain our proposals as well. Firstly, Mr. Vassilev, I would like to draw attention to the way the budget is proposed. It also covers structural changes which have not yet been the subject of a parliamentary debate and yet reforms as a legislative part of them have not been adopted. What do I mean? The structure of the Bulgarian Agency for Food Safety, the Forestry Executive Agency and the Executive Agency of the European Agricultural Funds. In this respect, I do not express any relation to the proposed reforms in the coalition agreement, for each one of us will express in this debate the attitude, but I believe that so proposed, the budget, firstly, purely formal in the procedure is contrary to the Public Finance Act and you yourselves are creating the risk of its appeal in this part. Secondly, I do not think that after everything that is spoken as a message of the ruling majority, it is normal to have, in practice, adoption in this way of a budget, ignoring a parliamentary debate. I'm turning on a clamp. If you have been following or reporting debates in the community on the proposed reforms, for example the Certification Audit Agency.........................................that was the idea. The positive thing was that Bulgaria accumulates national administrative control capacity and this is undeniable because the practice until its creation was... I will tell you so that I do not waste my time on this. But for example, in the part of the Food Agency. In all the hearings that we have had in the Commission, outside part of the administration, because there has always been competition between them, the individual units, who is the more, the most, there is no support. And here we need a very detailed analysis, in different countries it is a different practice, but we need to understand the functional interconnection between these units, including the direct support received from farmers. Don't make this mistake. That's my opinion, because that will reflect on you later. You've changed the director, you can as management policies, internal restructuring and management to change everything in your vision, but so the administration, it's already hard to work with pressure to keep up the tight schedules to get the payments on time, so if it's realized, believe me, it's not good for anyone, including you as managers, and you'll understand it. The next item is.. with regard to support as a whole and the funds allocated to the sector. Our proposal is a net increase in support by 270 million. lv. I will also explain the costs, as the most important one, let me start from the necessary funds to support farmers. In this part as direct support, we have offered 200 million. lv. not because such proposals are available by industry organisations, but because, together with all other proposals as a set of measures, as a set of measures, I will list them a little later, we believe that this will allow and allow the most vulnerable farmers to remain in the sector in this year of an exceptional increase in energy exports, of mineral fertilisers, of all materials and raw materials for production. I'd like to give a few examples. With this amendment, which is currently set in the budget, it seems to look good at first glance, that is, 150 million. lv. more than usual. But you do not even reach direct support from 2020. Then, at the beginning of the pandemic, the Commission provided a set of measures that we have benefited from all of them. You cannot reach with this budget even direct support from 2020, when the prices of materials, raw materials and energy carriers for production were, some of them, at times lower. I'm paying attention to that. Secondly, today's business year has already 235% been the increase in the cost of 14 and a half cultures in the autumn, in the autumn, and continues. Third, I mean... I know you'd answer me undoubtedly, but to congratulate you...
