ParlaMint-BG_2022-02-10.u1	Honourable colleagues, please register. Colleagues online. Alexandra Milcheva?
ParlaMint-BG_2022-02-10.u742	Dear Mr. President, I am strongly opposed to this thing dropping out, because we have been arguing for the last three hours on a constructive, technical basis, or whatever you call it, a law that should give way to the work of the Minister of Innovation and Growth. And this law that you propose to drop off the agenda is the one that will give way to the work of the new Ministry of Electronic Governance. So for some ministers, you can't, and for others you can't. At least it's the electronic control... I think we all agree here that it's important. I think it was adopted unanimously on the bill in question. I think we should look at it so that Minister Bojanov can start working. There's no need for him to wait next week.
ParlaMint-BG_2022-02-10.u743	Thank you, Mr. Gadget. Let's move on to the vote. [[Reply: "There is a procedure. "]] I'll give you my word, yes. We are voting on the proposal to remove the point from the programme. Alexandra Milcheva?
ParlaMint-BG_2022-02-10.u744	Yeah.
ParlaMint-BG_2022-02-10.u745	Alexander Rakshiev?
ParlaMint-BG_2022-02-10.u746	Yeah.
ParlaMint-BG_2022-02-10.u747	Georgi Stamov? Dimitar Gochev?
ParlaMint-BG_2022-02-10.u748	Yeah.
ParlaMint-BG_2022-02-10.u749	Peter Chobanov?
ParlaMint-BG_2022-02-10.u750	Abstention.
ParlaMint-BG_2022-02-10.u751	Svetlin Stoyanov?
ParlaMint-BG_2022-02-10.u752	(ITN, via Internet platform for video conference): For.
ParlaMint-BG_2022-02-10.u753	And Stefan Shilev?
ParlaMint-BG_2022-02-10.u754	(GERB-SDS, via internet platform for video conference): Against.
ParlaMint-BG_2022-02-10.u755	In total, 178 MPs voted in the Chamber and 6 online members 184: 116 votes for the House and 4 votes for the House and 120 votes online, against 61 in the Chamber and 1 online...........................................................................................................................................................................................................................................
ParlaMint-BG_2022-02-10.u756	It's a re-vote.
ParlaMint-BG_2022-02-10.u757	It's a re-vote. Alexandra Milcheva?
ParlaMint-BG_2022-02-10.u758	Yeah.
ParlaMint-BG_2022-02-10.u759	Alexander Rakshiev?
ParlaMint-BG_2022-02-10.u760	Yeah.
ParlaMint-BG_2022-02-10.u761	Georgi Stamov?
ParlaMint-BG_2022-02-10.u762	Yeah.
ParlaMint-BG_2022-02-10.u763	Dimitar Gochev?
ParlaMint-BG_2022-02-10.u764	Yeah.
ParlaMint-BG_2022-02-10.u765	Peter Chobanov?
ParlaMint-BG_2022-02-10.u766	That's against it.
ParlaMint-BG_2022-02-10.u767	Svetlin Stoyanov?
ParlaMint-BG_2022-02-10.u768	(ITN, via Internet platform for video conference): For.
ParlaMint-BG_2022-02-10.u769	And Stefan Shilev? In total, 127 MPs voted in the Chamber and 6 online.. 133: 116 votes in the Chamber and 5 votes in favour of 121 online........................ 1...................................................................................................................................................................................................................... The motion is accepted. There was a request for a procedure. Here you go.
ParlaMint-BG_2022-02-10.u770	Dear Mr. President, it was not very nice that we tried so hard to change the subject, because as a fellow lawyer, I have great respect for you and the way you remember things said at previous folk meetings, even though neither I nor you have been here. And do you remember a moment when it was said that the coalition agreement could not be above the Constitution and the laws of the Republic of Bulgaria?! [[Applause from DPS.]] Moreover, with regard to the statement of tax collectors in constitutional law and so on, my comment is only: Bulgario, where are you going with these lawyers?! Thank you. [[Applause from GERB-SDS and DPS.]]
ParlaMint-BG_2022-02-10.u771	Moving on to the next item on the agenda: FIRST VOICE OF THE COUNTERPARTY OF THE COUNTERPARTY AND COMPLIANCE OF THE LAW ON THE MARKETS OF FINANCIAL SERVICES. Here you go, Mr. Karimansky. [[Noise and lines.]]
ParlaMint-BG_2022-02-10.u772	Don't make me remind you of a poem by Veselin Hanchev, so I continue the procedure further. [[Noise and lines.]] Mr. Chairman, please, on the grounds of art. 43, para. 2 of the Rules of Procedure of the National Assembly to vote in the Chamber to allow the following persons to be admitted: Mrs. Rositsa Velkova, Deputy Minister of Finance, Mr. Kaloyan Simeonov, Co-operation Director of the Financial Markets Department, Ms. Elena Petrova, Deputy Minister of Finance at the Ministry of Finance, Mrs. Maria Filipova, Vice-President of the Financial Supervision Commission, Mr. Milen Milev, Head of Legal Affairs at the Financial Supervision Commission. [[The National Representatives of the DPS and GERB-SDS are leaving the hall.]]
ParlaMint-BG_2022-02-10.u773	Thank you, Mr. Karimansky. Is there any other opinion? I won't. We are going to vote on admission to the hall of the persons referred to by Mr. Karimanski. Alexandra Milcheva?
ParlaMint-BG_2022-02-10.u774	Yeah.
ParlaMint-BG_2022-02-10.u775	Alexander Rakshiev?
ParlaMint-BG_2022-02-10.u776	Yeah.
ParlaMint-BG_2022-02-10.u777	Georgi Stamov?
ParlaMint-BG_2022-02-10.u778	Yeah.
ParlaMint-BG_2022-02-10.u779	Dimitar Gochev?
ParlaMint-BG_2022-02-10.u780	Yeah.
ParlaMint-BG_2022-02-10.u781	Peter Chobanov? Svetlin Stoyanov?
ParlaMint-BG_2022-02-10.u782	(ITN, via Internet platform for video conference): For.
ParlaMint-BG_2022-02-10.u783	Stefan Shilev? They voted 119 MPs in the Chamber and 5 online.. a total of 124: 118 votes for the House and 5 online.. a total of 123, against 1, abstentions are not available. The motion is accepted. Please invite the Quaestors to the hall. The draft has received reports from the Committee on Budget and Finance, which is the lead, and the Committee on Economic Policy and Innovation. On behalf of the Budget and Finance Committee? Here you go, Mr. Karimansky.
ParlaMint-BG_2022-02-10.u784	Mr. Chairman, ladies and gentlemen of the House! ♪ I can't believe on a bill amending and supplementing the Financial Instruments Markets Act, No 47-102-01-8, submitted by the Council of Ministers on 10 December 2021. At a meeting held on 20 January 2022, the Budget and Finance Committee examined that bill. The meeting was attended by representatives of the Ministry of Finance: Kaloyan Simeonov, co-ordinating director of the Department of Financial Markets and Elena Petrova, Head of Department of the Directorate of Financial Markets and Nadia Daskalova, State Expert in the Directorate of Financial Markets, representatives of the Financial Supervision Commission, the Association of Bulgarian insurers and the Bulgarian Association of Licensed Investment Mediators. The draft is intended to introduce in national law the requirements of Directive (EU) 2019/2034 on prudential supervision of investment firms as well as measures implementing Regulation (EU) 2019/2033 on prudential requirements for investment firms, Directive (EU) 2019/878 amending Directive 2013/36/EU as regards exempted entities, financial holding companies, mixed financial holding companies, remuneration, supervisory measures and powers and Directive (EU) 2019/2177 amending Directive 2009/138/EC, Directive 2014/65/EU and Directive (EU) 2015/849. The amendments resulting from the introduction of the package of Directive (EU) 2019/2034 and Regulation (EU) 2019/2033 concern the introduction of a proportionate and harmonised regulatory regime on prudential requirements for investment firms. In essence, the main change to the current prudential framework consists in the calculation of own funds requirements for investment firms depending on the risks they take. Investment firms shall be classified informally in 3 classes and class 2 and 3 shall fall under the powers of the Financial Supervision Commission. The bill introduces an obligation for so-called system investment firms [[or also referred to as Class 1 with assets over 30 billion. EUR]] apply to the Bulgarian National Bank for a credit institution licence under the Credit Institutions Act. There is also a procedure for re-licensing an investment firm licence by the Financial Supervision Commission in cases where those system intermediaries no longer meet the requirements and their assets fall below the threshold of 30 billion. Euros. Currently, there are no class 1 intermediaries in Bulgaria. The amendments resulting from the introduction of Directive (EU) 2019/878 concern the introduction of a specific approval procedure and direct supervisory powers of the competent authorities with regard to certain financial holding companies and mixed holding companies in order to ensure that those holding companies can be directly responsible for ensuring compliance with prudential requirements on a consolidated basis without subjecting them to additional prudential requirements on an individual basis. The amendments resulting from the introduction of Directive (EU) 2019/2177 refer to the fact that the licensing functions of data reporting services providers and the supervision of data collection powers are transferred by national competent authorities to the European Securities and Markets Regulatory Authority, with the exception of those which could benefit from the derogation provided for in Regulation (EU) No 600/2014 due to their limited importance for the internal market of the European Union. The Bulgarian Stock Exchange is a data reporting services provider that will be able to benefit from the derogation and continue to report to the Financial Supervision Commission. The Bill also provides for other amendments arising from European legislation. The transitional and final provisions in the Insurance Code relating to the publication in the Official Journal of the EU of a notice on the adjustment to take account of inflation of the amounts provided for in Directive 2009/138/EC relating to the start and pursuit of the insurance and reinsurance business published on 19 October 2021 should apply from 19 October 2022 by the Member States. The bill complies with the requirements of the Law on Regulatory Acts, the Decree on its implementation and of the Rules on Organization and Activity of the National Assembly. The expected effects of the application of the future law are that the envisaged changes will lead to a change in the methodology by which investment firms that are not systematically significant calculate their own capital requirements. In addition, this will lead to an increase in the administrative burden and costs for investment firms and C.F.R.S. relating to initial compliance costs with new prudential requirements. At the same time, however, with the introduction of a regime that is simpler and proportionate to the risks that investment firms take with their activities, it is expected to achieve a reduction in the running costs of intermediaries to comply with regulatory requirements. During the discussion, the People's Representative Kiril Ananiev noted that the bill corresponds to the directives and the group of GERB-SDS will support it. Professor Rumen Gechev also said that his group will support the bill. In relation to the reasons for the Bill and the envisaged obligation for the FSC to regularly review at least every three years for the compliance of investment firms with the requirements for the use of internal models, he asked what mechanisms exist for guaranteeing buyers on the Bulgarian market, whether the checks that the FSC must carry out at least once every 3 years for investment firms are sufficient and what is the risk in carrying out supervision. The C.F.R. has indicated that, pursuant to Directive (EU) 2019/2034 and Regulation (EU) 2019/2033, the regular review requirement of 3 years only relates to the verification by the C.F.R.S. in cases where investment firms have been authorised to use internal models. Under the current law, investment firms are now able to apply internal models, but at present no one has benefited from this and have applied the standard approach set out in Regulation (EU) 2019/2033. The President of the Committee on Budget and Finance Lyubomir Karimanski expressed concern that if the bill is not adopted soon, Bulgaria will tolerate sanctions, which, according to the European Commission Communication from 2021/C 2283 of 12 April 2021, will be 622 000 thousand. Euros. In this regard, the representative of the Ministry of Finance stated that, by the end of January 2022, an answer should be sent to the Commission on how far we have come with the introduction of European legislation, which also applies to the drafting of regulations. Ms. Maria Filipova pointed out that a draft regulation for amendment and supplement to Ordinance No 50 of 2015 on capital adequacy, liquidity of investment firms and supervision of their compliance, for which the public discussion has passed and the proposals and opinions received are currently under consideration. People's representative Plamen Shalfov asked a question about what are the benefits for investment firms or consumers of their products. In his reply Mr. Kaloyan Simeonov stressed that the amendments provided for in the bill will lead to a change in the methodology by which investment firms, which are not systematically significant, will calculate their capital requirements. Ms. Nina Kolchakova from the Bulgarian Insurance Association expressed concern regarding the cancellation of para. 5 of art. 493a of the Insurance Code, stating that between the first and second votes of the Bill will deposit their written opinion on the subject. After the discussion was concluded, a vote was held and the following results were obtained: 13 votes................................. and 0 votes.......................................................................... On the basis of the above and the results of the vote, the Committee on Budget and Finance proposes to the National Assembly to adopt a Draft for amending and supplementing the Financial Instruments Markets Act, No 47-102-01-8, submitted by the Council of Ministers on 10 December 2021.
