ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u1	73. Oral inhalation
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u210	Thank you for the floor, Madam President. Mr Vice-President of the Government, colleagues, I must say that I very much agree with Minister Babiš that people should know what the state is spending their money on, and when someone is criticizing someone, he should set an example himself. So I want to ask you whether you will publish at least in 2013, how much money Agrofert has drawn from state money or European Union funds, and at the same time I would like to ask you whether you will publish, how much funds or what liabilities and debts the Agrofert Group has towards its suppliers or contributors or trading partners, so that the Minister of Finance cannot possibly be blackmailable in its capacity. I think it's a key thing to publish companies' liabilities and claims, because even there may be things that may not be fair. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u211	I thank the Member and the Minister of Finance for his comments. Please, Minister.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u212	Thank you. About the finances, as I don't control Parliament's and the public administration's speech, I guess the Minister doesn't do much for the financial parameters either. In our country, there is actually an obligation to publish the results of companies. We're doing it. In our country, about 60 percent don't do that because there's a ridiculous fine and a penalty, and no one even enforces it afterwards. About our group, about subsidies, I think these are all familiar things. Our group receives approximately CZK 5.5,000 per hectare from the European Union as every farmer. And unlike any other kind of subsidy, it's a claim grant, which means whoever has the land has the grant. There are no other conditions like soft subsidies. So I don't see the problem, and it's public information. We're publishing it, and I don't understand what it is, or what it is. I didn't get it at all. If the Minister is concerned about Agrofert's health, I can assure him that current assets and foreign resources are pluses, and our stocks and cash in the accounts are higher than bank loans. So I don't know exactly what's going on. And we basically get most of the subsidies from the European Union, and we get from the Department of Agriculture like any poultry or pig farmer, and it's all a transparent matter. So I'm sure I don't have a problem with that.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u213	Thank you, Minister. I ask the honourable Member if he wants to ask an additional question. He does. Please, Mr. Ambassador.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u214	Thank you for the answer. I understood it by saying that you would publish the figures relating to state subsidies and European subsidies received by Agrofert. The term 5.5 thousand per hectare is not exactly what the owner of the land is. You must know this well, Minister through Madam President, because those who have the right to use are not only the owner. But it doesn't matter. I'd like to hear a specific amount.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u215	Thank you, Mr. Ambassador. I'm asking the Minister for a response.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u216	I'm surprised the former Minister of Agriculture doesn't understand what's going on. Of course it's in use. Agrofert Group has a hundred thousand hectares in rent, and of that it has about six thousand in ownership. So we, like everyone who uses the land, draw about five thousand or five thousand five hundred crowns. And for a hundred thousand acres, if you can multiply, that's 550 million. And it's money from the European Union.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u217	Thank you. I am now giving the floor to Mr Šincl, who was drawn as 23rd and will give an oral interview to the Minister of the Environment Richard Brabec.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u218	Thank you, Madam President. Minister, I originally wanted to ask you as a former chemist if you know what benzo[a)pyrene is, the sumary formula C20H12, and how it harms human health. In response to the previous interpellation, you mentioned it. I'll just add that it's a polycyclic aromatic hydrocarbon with five benzone rings. It is highly carcinogenic and mutagenic. Studies have shown an effect on the reduction of fertility and developmental defects in offspring. The main problem is that this hydrocarbon is packed into today's fine flying dust PM10, which is then inhaled into the body. Today we have heard that unfortunately the worst situation is in this area in Ostrava and Karvinsko. These regions are one of the most polluted areas in terms of air not only within the Czech Republic but also in Europe. The emission limits for flying dust and benzopyrene have been widely exceeded here in the last decade and there is no indication that we will be able to breathe better in this region during the coming months. All previous governments have declared that the air in Ostrava and Karvinsko is their priority. Of course, it turned out that their priority was to convince the public that the atmosphere in Ostrava and Karvinsko was their priority, or, in fact, not to deal with it, but only to create the appearance, the appearance that it was being addressed. So if you understand me, Minister, there is a ticking time bomb in Ostrava and Karvinsk, whether ecological, economic or social, and the task of the new government is to respond adequately to this situation. I wonder what you are going to do with this particular problem. Thank you for your answer.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u219	Thank you, honourable Member. I'm asking the Minister to respond to the intervention. Please, Minister.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u220	Thank you. I don't know if I'm--I'm not a chemist, even if that's what they say about me, but I say if I'm a chemist, I'm at the Treasury Department. So I'm a geologist, I graduated from science school. But of course, benzopyrene I know what this substance is, and I know how carcinogenic and mutagenic it is. I'd probably just repeat what I said in this thing, Mr. Ambassador. By the way, a significant reduction in the dust microparticles in the measures I've appointed, which will definitely continue - because it's about a few factors. First of all, it is about the structure of the industry in Ostrava clearly. It's about the structure of transport and, of course, part of it, although in this case it's probably not the case, it's about local heating sites. So all of these elements that we have planned, by the way, are also part of the state environmental policy that was approved in 2012 for the period 2012 to 2020, and there are a number of measures that should reduce these effects. So we agree that this is simply about the amount of dust microparticles that benzopyrene builds on and, of course, how to reduce them. I've listed some of the precautions here. I'm afraid I'm not going to tell you any new ones right now, but believe us, this really is a priority task within this green programme that we would like to prepare for the Moravian-Silesian and Ústecký Region as a summary of the measures in which the state, regions, municipalities and major industrial enterprises should participate. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u221	Thank you, Minister. I ask the Member if he has an additional question. He does, so please, Mr. Ambassador.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u222	Thank you. I apologize to the Minister. I found out from the Internet that you were the director of the Chemical Races, so I thought you were a chemist. I'm sorry again. Personally, air pollution in our Moravian-Silesian region is a personal matter for me, because I live in this region and I have to watch the locals, especially the children here, breathe carcinogenic poisons into their lungs almost every day just because government officials, ex-government officials, did not know how to do anything about it and didn't want to do anything about it. I hope it improves beyond your rule, I firmly believe. Thank you for your attention.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u223	Thank you, Mr. Ambassador. I'm asking the Minister if he wants to respond. No, it's not. So, given that we have acted in accordance with the Rules of Procedure for today, the oral questioning ends at 6:00 p.m. Therefore, this point of discussion is over. Before we break up and end today's meeting day, I will ask the Vice-President of the Election Commission, Mr Jan Klán, to tell us the technical and organisational issues about the electoral point. Please, Mr. Ambassador.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u224	Thank you for the floor. Good evening, Madam Vice-President, Government, ladies and gentlemen. Under the authority of the Election Commission and in the context of today's elections, I am declaring a deadline for nomination for amendments to the Chamber of Deputies' bodies by Monday, 10 February, at 14 o'clock. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u225	Thank you, and I'm done with today's meeting day. We'll meet tomorrow at 9:00 p.m. when we'll continue to discuss the approved agenda. Thank you. Have a good evening.
