ParlaMint-FR_2021-06-09-O1296.u1	The next item is the continuation of the discussion of the bioethics bill (No. 3833, 4222).
ParlaMint-FR_2021-06-09-O1296.u120	The purpose of this article is indeed to build a new building. To take up the summary statement of the amendment – which we had already discussed in the special committee and which had then received the full attention of the rapporteur – we propose to extend the filiation of common law to new audiences: couples of women and unmarried women using an MPA with third-party donors. Currently, when a heterosexual couple wishes to use an MPA, both members of the couple must first give their consent to a notary, who informs them of the consequences of their act in relation to filiation. Such consent, provided for in article 311-20 of the Civil Code, allows the establishment of the child's filiation. At the time of drafting this bill, the Government had three options: to extend the existing common law; create a new procedure for early declaration of will – DAV – for all couples and single women; creating the same procedure, but reserving it to women's couples. In the draft law submitted for the opinion of the Council of State, the Government has finally rejected the extension of the current common law and has retained only the last two options – the new procedure that can concern either all couples and single women, or only women's couples. However, in its opinion of 18 July 2019 the Council of State recommended this last option so that heterosexual couples retain "their freedom in the choice to reveal or not reveal to their child its mode of conception". The Government followed this opinion, proposing that the advance declaration of will, which would only concern women's couples, be mentioned on the child's full birth certificate. In the special committee, after noting the improvements in the scheme, we recalled the existence of other possibilities. Common-law filiation – which already allows donation with third-party donors, the LDC, double filiation without biological link and, since the adoption of the law opening marriage to same-sex couples, the double mention "mother and mother" could have been extended, as proposed in the amendment, to couples of women and unmarried women who use an AMP with third-party donors. This would allow for the full retention of existing rights for couples composed of a man and a woman who already have access to the GPA with third-party donors, as well as the current rules for the litigation of filiation for all single parents, as heterosexual or homosexual couples. Colleagues, this is about building the new building of our society.
ParlaMint-FR_2021-06-09-O1296.u121	Amendment No 1534 by Mr Guillaume Chiche is being defended. What is the committee's opinion on the eight amendments?
ParlaMint-FR_2021-06-09-O1296.u122	Ladies and gentlemen, to be born is to decide something and to cause effects. It is possible to produce in a biological way or with the help of science – i.e. by means of an MPA. You may be opposed to this progress, but MPA is one of the ways of parentage through benignness. Thus, the filiation by benignness is not upset; the two possibilities of generation are not exclusive, but have an alternative character. Mr Leseul, I hear your argument on Mrs Battistel's amendment. We have discussed this possibility at length. Finally, as the keeper of the seals explained, we have given priority to securing the rights of both mothers. Joint recognition will seal their shared will and make it possible to recognize them as mothers to come, preventing iniquities in response to a very strong demand. You are right, it is not an exact copy-paste of the provisions in force for heteroparental families, which are maintained – moreover, it shows, ladies and gentlemen, that we do not upset the whole right of filiation, since the article concerns only certain MPAs. That being said, Mr Leseul, as we are entering the field of a bioethics law and as it is only a matter of drawing the consequences of the opening of the MPA to all women, especially women's couples, the current text seems preferable to me, even if you open the door to future reflections. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u123	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u124	I have the same position as the rapporteur. Since I have not been clear, I come back to it quickly: at the moment, if the woman who gave birth and for whom filiation is established dies before the adoption procedure initiated by her partner reaches its end, whether you want it or not, the child is deprived of filiation, which is unbearable.
ParlaMint-FR_2021-06-09-O1296.u125	Yes!
ParlaMint-FR_2021-06-09-O1296.u126	The aim of this text is precisely to remedy this by allowing for early declaration of filiation. Mrs Genevard, you were talking earlier about biological truth. But I'm sorry, how many men recognized children who weren't theirs? And this did not lead to the repeal of the civil code!
ParlaMint-FR_2021-06-09-O1296.u127	But they adopted it on the basis of likelihood!
ParlaMint-FR_2021-06-09-O1296.u128	Why do you seem shocked? Ménard adores Marcel Pagnol and evokes him as soon as it comes to filiation.
ParlaMint-FR_2021-06-09-O1296.u129	That's right!
ParlaMint-FR_2021-06-09-O1296.u130	Yet, in the Marseille Trilogy, Honoré Panisse recognizes Césariot as his son, while he was not quite his son!
ParlaMint-FR_2021-06-09-O1296.u131	But in the end, Caesariot finds Caesar!
ParlaMint-FR_2021-06-09-O1296.u132	[[Smile]] I can hear, but this is the end of the trilogy, when much time has passed!
ParlaMint-FR_2021-06-09-O1296.u133	Mrs Anne-Laure Blin has the floor.
ParlaMint-FR_2021-06-09-O1296.u134	[["That's the case! on the benches of the Commission and the Government]] Will we be able to place ourselves at the level of the child at some point? Since the beginning of the examination of the text, you only speak of recognition by an adult... No! The real question of filiation is the best interests of the child. Madam rapporteur, you say that the establishment of filiation against two women is a security measure. But this will prevent the children concerned from benefiting from paternal filiation. You will discriminate against children who will be able to make a paternity search appeal.
ParlaMint-FR_2021-06-09-O1296.u135	Mrs Coralie Dubost, rapporteur, has the floor.
