ParlaMint-FR_2021-10-11-O1008.u1	The next item is the debate on the draft finance bill for 2022 (No. 4482, 4524).
ParlaMint-FR_2021-10-11-O1008.u177	[[Mrs. Caroline Fiat applauds. – New exclamations on several banks of the LaREM Group]] Again, we will not vote in favour of the argument associated with the motion for rejection, but in favour of it, that is, against the text. We will not give you the gift of voting for a draft budget that we do not approve! [[Same movements]] [[Same movements]] The instructions were well received: you did not fail to laugh when the minister taught Gilles Carrez on the point of consistency. The thing was indeed quite tasty because, dear Bruno, it was you who once declared: "Emmanuel Macron is the candidate without a project because he is the candidate without convictions: he changes his speech according to the audience. You certainly have the right to criticise Mr Carrez, but to denounce his alleged lack of consistency on the grounds that he did not fully defend the same positions a few years ago, it is exciting on your part, as on the part of a number of people on these benches! [[Same movements]] Let us go back to the main point, that is to say, the draft budget. He's not up to the situation. Although you're plastronning, poverty has increased in this country,...
ParlaMint-FR_2021-10-11-O1008.u178	Colleagues, we are listening to Mr Corbière, please.
ParlaMint-FR_2021-10-11-O1008.u179	[[Mr Bruno Questel exclaimed]] ...and you will answer to the voters. Nearly 11 million of our citizens today live below the poverty line, nearly 8 million are forced to resort to humanitarian aid associations! You can cut me off: it is a lack of respect for the French that you have put in this situation! The number of RSA beneficiaries is growing significantly; on the other hand,...
ParlaMint-FR_2021-10-11-O1008.u180	Thank you, Mr. Corbière.
ParlaMint-FR_2021-10-11-O1008.u181	...the richest 500 Frenchmen...
ParlaMint-FR_2021-10-11-O1008.u182	Mr Corbière, your time has expired. Mr Charles de Courson has the floor.
ParlaMint-FR_2021-10-11-O1008.u183	First, minister, a preliminary remark: Have you forgotten your involvement in the Fillon government's fiscal policy, which you blame today? You were Secretary of State for European Affairs from 13 December 2008 to 23 June 2009 and then Minister of Agriculture from that date to 10 May 2012, I would like to remind you. A little modesty and caution would therefore be welcome in your remarks. In addition, would you like me to remind you of your statements about candidate Macron, when you presented yourself to the primaries of the right and center?
ParlaMint-FR_2021-10-11-O1008.u184	Go on!
ParlaMint-FR_2021-10-11-O1008.u185	It is not necessary: our colleague Corbière has done so. [[Alain Ramadier applauds]] Secondly, Gilles Carrez is right about the budgetary drift – I will come back to it at a later stage – but also when he calls on all of us, and not just the opposition members, to introduce the rules of multi-annual public finance management at the organic level. Our group will therefore vote in favour of the motion to reject beforehand, in order to allow the Government to table a new finance bill incorporating in particular the expenses that must be announced tomorrow morning and which the press estimates to be 4 billion euros. In other words, Minister, it is to help you that we will support this motion!
ParlaMint-FR_2021-10-11-O1008.u186	I put to the vote the motion to reject it beforehand.
ParlaMint-FR_2021-10-11-O1008.u187	We reject her with force!
ParlaMint-FR_2021-10-11-O1008.u188	The result of the vote is as follows: Number of voters 77 Number of votes cast 77 Absolute majority 39 For adoption 17 Against 60
ParlaMint-FR_2021-10-11-O1008.u189	In the general debate, Mr Alain Bruneel spoke.
ParlaMint-FR_2021-10-11-O1008.u190	We are here to discuss this Parliament's last finance bill, in order to take stock of an economic policy that, for five years, has favoured the wealthy and the business sector, deteriorated the purchasing power of popular households, let hundreds of thousands of our fellow citizens fall into poverty and neglected the ecological bifurcation. The self-satisfaction which inspires the words of the minister, the minister delegate and the rapporteur general, the French, in the vast majority, do not understand it. According to a recent survey, 58% of them do not feel satisfied with economic policy over the past five years. Of course, many do not hear your speech about tax cuts and purchasing power: it must be said that these famous tax cuts did not benefit everyone in the same way – I will come back – and that, at the same time, you did nothing to counter the increase in the main French spending, such as housing and energy. In the long run, the popular and middle classes do not find themselves there. What marks us the most, however, is the increase in inequalities, which you seem to have nothing to do with, and those too many French people who fall into poverty. The additional million poor resulting from the health crisis is often cited, but there are more precise figures: for example, the departments claim that their RSA spending increased by 9.5 per cent in 2020 – a pre-crisis trajectory, since the poverty rate had reached 14.6 per cent, i.e. the 1979 level. Behind these abstract data, there are women and men to whom you started, barely arrived in power, by withdrawing 5 euros from APL,...
ParlaMint-FR_2021-10-11-O1008.u191	Oh, here!
ParlaMint-FR_2021-10-11-O1008.u192	... before abandoning them, at the heart of the health crisis, refusing to increase the RSA or extend it to the under 25s. At the other end of the chain, on the contrary, a small elite can feel very satisfied with your policy, because it is for it that you have been governing for five years now. At the same time as the APL, you reduced the compulsory levies, before reforming the capital tax: abolition of the solidarity tax on capital and the exit tax, creation of the flat tax, i.e. capping taxes on capital income, i.e. at least €4 billion in annual gifts. As an article published by INSEE in September rightly pointed out, these reforms have further enriched the wealthiest 5% of the population, thanks to the fall in taxes but also, and above all, to the sharp increase in dividends. Here we are far from the reality of the average Frenchman, to whom you claim to have returned 25 billion taxes. These policies had no impact on investment: this was a planned fact, confirmed by the studies commissioned by France Stratégie, which concluded that it was impossible to establish a link between capital tax reforms and an increase in investment or job creation. To say the opposite, as you do regularly, is therefore a fable. The decline in compulsory levies is in line with a logic that is particularly ideological, consisting not only in reducing the taxes of the richest, but also in reducing the place of the state in the economy. In five years of reform, 50 billion will be missing each year from the state budget: 25 billion from the household side, half of which for the richest; and another 25 billion on the business side, mainly the largest, which benefited more from the fall in production taxes and that of the higher rate of the IS. Combined with traditional blackmailing of public debt, declining tax revenues is the best way to justify the reduction of social spending. The reform of unemployment insurance, the aborted reform of pensions, guided by the sole objective of saving money at the expense of a so-called deficit system, are the most convincing examples. You need to reduce the famous "share", which is not one, of compulsory levies and public expenditure in GDP: this is your compass, the alpha and the omega of your policy. Yet a society without taxes does not exist, unless it becomes a society of all against all where the weakest remain on the roadside. We saw it during the health crisis. Of course, business support measures can be praised: this was essential, even if it should have been more targeted and conditioned. However, as you deployed pharaonic means to preserve the economic fabric, precarious workers and students were left out. In order to meet their expectations, you promised to include a large commitment income in the finance bill. At the time I'm talking to you, nothing like that appears in the text. We remain suspended from the vertical decisions of the President of the Republic – while Les Échos, which is always better informed than the parliamentarians, announces a stumbling block of 500 million euros, against 1 to 2 billion expected. After the "whatever it costs", the return to budgetary dogmatism? All this suggests that you are anticipating the drastic fall in public spending under the stability programme, since, I repeat, it is the counterpart – at the expense of the poorest – of your tax cuts to the benefit of the richest. As usual, you therefore propose to save on health, on housing, on unemployment insurance, on the backs of the unemployed, on the LPA, thus at the expense of families and students; Finally, on local public services which are already unable to carry out their mission properly, as can be seen from the great consultation launched by the collective "Our public services" or from the report by Jean-Paul Dufrègne and Jean-Paul Mattei. I will not surprise anyone by saying that we do not share your vision of society. A strong state is a state able to act, thanks to large budgetary margins derived from tax revenues. But even as you reduce their taxation, the richest people continue tirelessly to hide from it: after the Panama papers, the Pandora papers have just once again directed the spotlight on this money, which has been taken away from the state's coffers, in this case on 11300 billion dollars – a little less than the GDP of the European Union – of assets scattered around the world in order to escape taxation. In front of the assembly, the minister delegate, Olivier Dussopt, had reacted vigorously, promising verifications. Minister Bruno Le Maire took action: meeting in Brussels with his European counterparts, he agreed that Seychelles should be removed from the list of tax havens! If those who are supposed to hunt them do so, financial criminals still have fine days ahead of them. The solutions are clear: more means of control, more controllers, taxation at source of companies on the basis of the share of their turnover achieved in France, the creation of the concept of permanent establishment for digital companies. We have been making these proposals for many years; This time again, we will renew them when we look at the finance bill, with little illusions as to what you will do to them. The sums involved are, however, essential if we look at the social and environmental challenges that we face more than ever before. The last report of the Intergovernmental Panel on Climate Change (IPCC) leaves little room for doubt: we are at a crossroads. While inequalities continue to grow, the time has come to act quickly and strongly on both fronts, to begin a transition that is both ecological and supportive. Yet, on this point, your policy is more cosmetic than in-depth action. By ideology, you leave aside the fiscal lever, which is essential. Why not act on VAT in order to promote certain goods and activities while returning purchasing power to the French? Why not immediately reduce its rate on transport, on the purchase of a bike, on new vehicles, on the energy renovation of buildings? You get used to cutting taxes, but those that are paid by all, you don't touch them! This is also the case with the contribution to the repayment of social debt (CRDS), which you have even extended in catimini. Beyond taxation, the budget should mobilise the necessary funds for the major investments of the ecological transition. To devote 10 billion a year to the renovation of public buildings and housing would reduce the energy consumption of households, hence their bills; We should also invest 5 billion a year in the rail sector. Whether by their magnitude or by their targeting, nor the stimulus plan, nor the new funding provided this year, address these issues. Five years after the vote on the first five-year budget, this last PLF is perfectly in line with the standards of macroism. In 2022, the decline in taxes will continue: 5 billion for the richest, with the reduction of the housing tax and the reduction to 25 per cent of the corporate tax for the largest companies. Again this year, there will be no measures of fiscal justice or solidarity, while the crisis has increased inequality. Social challenges, marked by rising inequalities and poverty, and environmental challenges, which call for investments in ecological transition, are once again left out. [[Applause on several SOC benches]] As usual, the Communist Group will be a force for proposals during the examination of the text, with amendments to lay the foundations for another society: a fairer society, in which everyone participates and pays his fair share of taxes, with a renewed progressivity, a taxation of capital and the means to combat tax fraud; a much more supportive society, which addresses the question of the purchasing power of the popular classes and young people; Finally, a society that has integrated environmental issues and provided itself with the means to succeed in the ecological and solidarity transition. This society is far from the one you are building with this last PLF, which opposes and leaves aside all the citizens who are in poverty.
