ParlaMint-FR_2019-10-09-O1016.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-09-O1016.u152	Disadvantaged because the amendment is already satisfied. The current wording includes all establishments once they have been previously authorised by the National Agency for the Safety of Medicines and Health Products, ANSM.
ParlaMint-FR_2019-10-09-O1016.u153	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u154	I call for the amendment to be withdrawn, which is already satisfactory. The activities referred to in paragraph 6 may be carried out in a public or private setting.
ParlaMint-FR_2019-10-09-O1016.u155	Mrs Carole Bureau-Bonnard has the floor to support Amendment No. 2435.
ParlaMint-FR_2019-10-09-O1016.u156	It is intended to supplement paragraph 6 with the following sentence: "The donor shall be specified the risks and obligations associated with the collection as well as the therapeutic and research purposes through informed consent".
ParlaMint-FR_2019-10-09-O1016.u157	What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1016.u158	Again, this amendment is already satisfied to the extent that the collection of the donor's consent to the collection of stools is still necessary, derives from the general principles of health law and is regulated by article L. 1111-4 of the Code of Public Health. The clinical selection of donors, the interrogation of donors and the sampling of stools and blood obviously involve informed consent. I therefore request the withdrawal of this amendment; Otherwise, my opinion will be unfavorable.
ParlaMint-FR_2019-10-09-O1016.u159	Mrs Carole Bureau-Bonnard has the floor to support Amendment No. 2428.
ParlaMint-FR_2019-10-09-O1016.u160	This amendment, the first of which is still my colleague Anne Brugnera, is intended to supplement paragraph 6 with the following sentence: "Any processing activity is excluded from collection activities. We wish to include this exclusion in the law for the purpose of legal clarification.
ParlaMint-FR_2019-10-09-O1016.u161	What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1016.u162	Unfavorable. The steps for the processing of collected stools are not regulated by Article 6, which creates a legal framework only for the collection, control, storage, traceability and transport of stools. Therefore, Amendment No 2428 does not fall within the scope of this Article.
ParlaMint-FR_2019-10-09-O1016.u163	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u164	Same opinion.
ParlaMint-FR_2019-10-09-O1016.u165	Mrs Carole Bureau-Bonnard has the floor.
ParlaMint-FR_2019-10-09-O1016.u166	Mrs Brugnera wanted to distinguish between processing and excluding it, but I will follow your advice and withdraw this amendment.
ParlaMint-FR_2019-10-09-O1016.u167	Amendment No 2181 by Mr Jean-François Eliaou is an amendment of drafting clarification.
ParlaMint-FR_2019-10-09-O1016.u168	Mrs Carole Bureau-Bonnard has the floor to support Amendment No. 2433.
ParlaMint-FR_2019-10-09-O1016.u169	This amendment, of which Mrs Brugnera is the first signatory, is intended to supplement the first sentence of paragraph 7 with the words "in the absence of European standards". The criteria for clinical and biological selection are set by France in the absence of European standards and will need to be reviewed in the light of regulatory and technical developments in the field at international level.
ParlaMint-FR_2019-10-09-O1016.u170	What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1016.u171	The addition of this clarification seems to me unnecessary because of the hierarchy of standards. There is currently no European rule, but if there was one, it would be necessary. Unless you withdraw your amendment, my dear colleague, I will give him an unfavorable opinion.
ParlaMint-FR_2019-10-09-O1016.u172	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u173	The same reasoning and opinion as the rapporteur.
ParlaMint-FR_2019-10-09-O1016.u174	Mrs Carole Bureau-Bonnard has the floor.
ParlaMint-FR_2019-10-09-O1016.u175	I heard you, Mr. Rapporteur. If this rule is automatic, I withdraw my amendment.
ParlaMint-FR_2019-10-09-O1016.u176	What a waste of time!
ParlaMint-FR_2019-10-09-O1016.u177	Amendment No 2180 by Mr Jean-François Eliaou is editorial.
ParlaMint-FR_2019-10-09-O1016.u178	Mrs Carole Bureau-Bonnard has the floor to support Amendment No. 2431.
ParlaMint-FR_2019-10-09-O1016.u179	This is the last amendment I have tabled for Mrs Brugnera. It is intended to supplement paragraph 7 with the following sentence: "Populations at risk of transmission of infectious or other diseases are not permitted to give. It is based on health safety considerations. In the state of science and in order to limit the risk of transmission of infectious diseases via certain products, it is important to define the criteria for exclusion of populations at risk.
ParlaMint-FR_2019-10-09-O1016.u180	What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1016.u181	The amendment is already satisfied with the wording of the new article L. 513-11-12 of the Public Health Code, which provides the necessary guarantees to prevent a person presenting a risk of transmission of pathogens from making a donation. The article provides that the collection activities will be carried out in accordance with the good practice rules laid down by the ANSM, which will include in particular the clinical and biological selection rules applicable to the collection of stools. The risk of transmission of infectious pathogens to the recipient will therefore be limited by these good practice rules, which allow for rigorous and relevant donor selection. I remind you that this selection will be made through a clinical examination, a medical interview, a pre-donation questionnaire, and stool and blood tests. Unfavorable opinion.
ParlaMint-FR_2019-10-09-O1016.u182	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u183	All the guarantees that the rapporteur has just outlined are indeed provided to patients receiving a transplant. It is important that the texts remain of a regulatory level because, in the area of infectious safety, the agility of the law allows for the evolution of screening criteria and tests taking into account the latest scientific data. In order to ensure the safety of everyone, we must maintain this legal flexibility, which would be lost if these rules were included in the legislation. I therefore call for the amendment to be withdrawn; Otherwise, my opinion will be unfavorable.
ParlaMint-FR_2019-10-09-O1016.u184	The rapporteur, Mr Jean-François Eliaou, has the floor to support Amendment No. 2182.
ParlaMint-FR_2019-10-09-O1016.u185	This is an amendment of consistency, which aims to ensure that the importation of stools for the preparation of faecal microbiota and the importation of faecal microbiota preparations are subject to an authorisation from the ANSM and not subject to a mere declaration.
ParlaMint-FR_2019-10-09-O1016.u186	Amendment No 2183 by Mr Jean-François Eliaou is editorial.
ParlaMint-FR_2019-10-09-O1016.u187	Amendment No 2184 by Mr Jean-François Eliaou is an amendment of drafting clarification.
