ParlaMint-FR_2019-02-14-O1149.u1	The next item is the continuation of the debate on the bill for a school of trust (No. 1481, 1629).
ParlaMint-FR_2019-02-14-O1149.u123	The result of the vote is as follows: Number of voters 84 Number of votes cast 73 Absolute majority 37 For adoption 26 Against 47
ParlaMint-FR_2019-02-14-O1149.u124	I call Mr Pupponi to support Amendment No. 822.
ParlaMint-FR_2019-02-14-O1149.u125	Through this amendment, I come back to the subject of ATSEM. May I be excused for the feeling that I have been a little monomaniac since yesterday, but I am trying to get an answer from the minister!
ParlaMint-FR_2019-02-14-O1149.u126	You're right!
ParlaMint-FR_2019-02-14-O1149.u127	With regard to ATSEMs, the Act provides: "Any nursery class shall be provided with the services of a communal agent employed as a specialized agent in nursery schools and children's classes". Should it be understood that the municipality must make an ATSEM available to each class, including in private schools? Clearly, the letter of the law does not specify it. That is the subject of my first question. Secondly, do we agree that the increase in the number of ATSEMs made available by the municipalities will be taken into account in the calculation of the costs compensated by the State? We've always said we have to assign an ATSEM for two classes. The law is based on class, not school. Can we obtain a clarification on the exact state of the current ATSEM law? Furthermore, how and according to what criteria will the State compensate for the extra cost of assigning ATSEM to the new classes?
ParlaMint-FR_2019-02-14-O1149.u128	Very good questions!
ParlaMint-FR_2019-02-14-O1149.u129	Either one ATSEM is assigned per class – as was the case in the municipality of which I was mayor – or two in a very small section – TPS – according to the recommendations of the teachers. They state that two TSEMS are required for GST, so that one replaces the other when the children are to be taken to the bathroom. So we did this – at the request of national education, but that was our choice. In this case, will the expenditure of the communes be compensated or not? Will the state stick to the one ATSEM rule for two classes, requiring municipalities to pay the two ATSEMs allocated to each class of GST? These are the details that I would like to obtain on this subject through the amendment.
ParlaMint-FR_2019-02-14-O1149.u130	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1149.u131	Mr Pupponi, there are no changes to the provisions you refer to. The cost of the additional ATSEMs, recruited as a result of the increase in the number of children aged 3 years attending school, will be compensated by the State. Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1149.u132	You're not answering the question!
ParlaMint-FR_2019-02-14-O1149.u133	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1149.u134	I will try to be concise, because for the time being we are not respecting the rules that we have set ourselves, even if I do not disagree that your question is important, Mr Pupponi. I repeat: let us not break Article 2 with Article 4! This one goes with this one. Article 2 is a mountain, article 4 is a small hill.
ParlaMint-FR_2019-02-14-O1149.u135	Yes and no!
ParlaMint-FR_2019-02-14-O1149.u136	I'm not saying it's not important. All this is complex and leads to efforts. As every time there is talk of means and efforts, they must be placed at the service of a purpose. This one must remain present to our minds. For example, if, in the future, we count more ATSEMs and if they are better trained, which will improve the ATSEM-to-pupil ratio, there will be undeniable social progress in all respects. First of all, we must rejoice at the consequences you have just imagined. However, as the rapporteur has pointed out, the rules do not change at all, both on this and on other points. I was reminded earlier that the rules applicable to the communal package do not change. Moreover, the circular of 15 February 2012 sets out fairly clearly its method of calculation. The cost of ATSEM is included. The usual rules will apply. The only changes will result from the possible increase in the number of pupils, which will not occur in all the communes of France, far from it. In this connection, I would point out that there will be a decrease in the number of pupils in many communes. However, they will not be withdrawn from funding. This is an important point. In the case of municipalities where the number of pupils is increasing, the communal flat rate will increase in proportion, which will require support. All of this, however, comes from a strong logic. In any event, we will not change the rules on the number of ATSEMs, nor will the methods for calculating the communal package be changed.
