ParlaMint-FR_2019-10-02-O1004.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-02-O1004.u110	We must do things in order, ladies and gentlemen. We are all concerned about digital sovereignty and the issue of data protection is essential at this time. Moreover, the data we are discussing are particularly sensitive. We must therefore prevent them from becoming the subject of potential marketing tomorrow. Given the broad agreement that seems to exist on this issue in our House, the first of the questions we have to ask ourselves is whether we are taking a potential risk by not adopting this amendment. To that question, perhaps even our colleagues in the majority could answer yes. As for Mr. Bothorel's inquiry into the feasibility of a French server located in France, I am not a specialist in computer and digital issues, but any amateur of video games knows that French servers hosted in France on French hardware, that exists! So, yes, we can do it. And if you are convinced like us that there is a potential risk, then support this amendment and set us a political objective. Don't take the risk! To refuse to support the amendment would be to accept not having a guarantee on data protection. That is precisely what my colleague, Mr Lachaud, is trying to avoid.
ParlaMint-FR_2019-10-02-O1004.u111	Mr Stéphane Trompille has the floor.
ParlaMint-FR_2019-10-02-O1004.u112	I understand the concern expressed, but what Mr Bothorel said is quite correct: a "French server" is in fact a very vague notion, which has no concrete reality. Mr Lachaud's amendment is not sufficiently substantiated technically.
ParlaMint-FR_2019-10-02-O1004.u113	Mr Bastien Lachaud has the floor.
ParlaMint-FR_2019-10-02-O1004.u114	Let's not get into too much technical discussion. "A French server located in France", it is a French legal server in France. The important thing is the law. We need to know what legislation will obey the company that owns the server. I did not take the example of Americans by primary anti-Americanism. It is a fact: today, an American law obliges any American company, even based abroad, to provide the information stored on its servers. [[Mr. Adrien Quatennens applauds]] Therefore, an Amazon server in Marseille is subject to American law. It is not a French server, but an American server located in France!
ParlaMint-FR_2019-10-02-O1004.u115	Mr Bruno Fuchs has the floor.
ParlaMint-FR_2019-10-02-O1004.u116	The text will lead to the creation of databases with information that is the most intimate of each individual. When we see the trade wars that began in the United States and France, we understand that this information will be of considerable value. At Sony and Facebook, it is very easy to crack 1.5 million accounts. French genetic data will undoubtedly be a target for many companies seeking access to it. There is therefore no risk that this data should be kept "on a French server located in France". What's the problem? Why not make it clear in the text, since we want this data to be kept as secure as possible? I do not see why we would oppose this amendment, which is of common sense.
ParlaMint-FR_2019-10-02-O1004.u117	Mr Stéphane Trompille has the floor.
ParlaMint-FR_2019-10-02-O1004.u118	The real question is whether we will delegate the retention of this data to American servers. Do we really want to put such sensitive data outside the scope of national sovereignty? Isn't it better to guarantee that they are stored on a French server located in France?
ParlaMint-FR_2019-10-02-O1004.u119	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2019-10-02-O1004.u120	There is no trial of intent in our position. We simply want the legislator to state his intention, apparently widely shared. Technical concerns were expressed regarding the drafting of the amendment. Rest assured: the text will be discussed in the Senate and then again in the National Assembly. If it were found that this provision should be clarified and adjusted, it would always be time to do so. For the time being, let us affirm our legislative will. That seems necessary to me.
ParlaMint-FR_2019-10-02-O1004.u121	All right!
ParlaMint-FR_2019-10-02-O1004.u122	Mr Bastien Lachaud has the floor.
ParlaMint-FR_2019-10-02-O1004.u123	There is, in fact, no trial of intent on our part. This amendment does not imply that the Government wants to sell the data to the Americans!
