ParlaMint-FR_2019-02-15-O1153.u1	The next item is the continuation of the debate on the bill for a school of trust (No. 1481, 1629).
ParlaMint-FR_2019-02-15-O1153.u520	All right!
ParlaMint-FR_2019-02-15-O1153.u521	We therefore had a complete, unifying, unifying mechanism around the values of the Republic. Some fairly agreed words, faithful to a story, have risen, according to which the flag is nationalism – which personally shocked me a lot – something to reject. I leave to their authors the responsibility for this caricatural and excessive appreciation. It seems to me that, as we adhere to the values of the Republic, we can all wish this evening to find ourselves constructively and positively in order to make progress. We are in the field of the symbol, but the symbols are important.
ParlaMint-FR_2019-02-15-O1153.u522	There!
ParlaMint-FR_2019-02-15-O1153.u523	We have to, and we can, tonight, display this flag. [[Applause on the benches of the LR group. – Mr Yannick Favennec Becot also applauds]] Emile de Girardin said, two centuries ago, that a flag hidden in his pocket is not a flag but a handkerchief. Well, let's make sure we are proud of our colours and our flag, and that our school students are proud of it as well!
ParlaMint-FR_2019-02-15-O1153.u524	Mrs Michèle Victory has the floor.
ParlaMint-FR_2019-02-15-O1153.u525	I thank the chairman of the committee for giving us the opportunity to come back to this issue. Mr Ciotti pretends to forget how things happened, but it's no big deal. We will therefore return to this vote, on which we have exchanged a great deal, and which cannot be summed up in the question of the place of symbols in our schools, in our classes, to the restoration of a bond of trust between young people, families and members of the educational community. I have already had the opportunity to say this on Monday but I cannot help repeating it: it is of no use, to reactivate the bond of belonging that should be present in our students, to multiply to infinity symbols...
ParlaMint-FR_2019-02-15-O1153.u526	Infinity?
ParlaMint-FR_2019-02-15-O1153.u527	...like the flag, the Marseillaise, etc. This is a narrow vision, which consists of giving one's conscience, and it is ultimately a lack of ambition as to the very meaning of pedagogy and its objectives. I will repeat once again: in order for these symbols which, for you, have an immediate meaning, to produce more of living together despite the differences and foster respect for the people and values to which we are all viscerally attached, we must work on projects that allow all these young people to re-approve these signs, to make them their own, to understand that they are vectors of their freedom. Defending this "practical" point of view, as the minister often likes to say, does not make us any less defenders of our Republic,...
ParlaMint-FR_2019-02-15-O1153.u528	That's right!
ParlaMint-FR_2019-02-15-O1153.u529	That's for sure!
ParlaMint-FR_2019-02-15-O1153.u530	[[Protests on the benches of the LR group]] ... contrary to what was said on Monday, and which was really unpleasant to hear. We want our classrooms to reflect the work of appropriation of ideas and symbols that teachers know how to feed rather than your quasi-fetchism on this issue.
ParlaMint-FR_2019-02-15-O1153.u531	It's not fetishism!
ParlaMint-FR_2019-02-15-O1153.u532	[[Applause on the SOC benches]] I'm glad you're giving us the opportunity to talk about it again. We are all committed to the values of our Republic, but the ways of thinking about the usefulness of these symbols differ.
ParlaMint-FR_2019-02-15-O1153.u533	The Minister has the floor.
ParlaMint-FR_2019-02-15-O1153.u534	I thank the chairman of the committee for asking for this second debate, which allows us to conclude our debates on a possible touch of unity around the symbols of our country. You all remember, on Monday, the rather late time, similar to that it is at this very moment, had prevented opinions from being expressed in a normal way,...
ParlaMint-FR_2019-02-15-O1153.u535	Complete.
ParlaMint-FR_2019-02-15-O1153.u536	...as you just did. So we have a very good opportunity to get back to it. In my view, nothing is more natural than the presence of the symbols of the Republic in schools. I know, Mrs. Victory, that you agree with me. Behind the President-in-Office are the French and European flags, of which we are proud and happy. I would point out that the Education Code already provides, of course, that French and European flags should be on the front page of schools, such as the motto of the Republic, which is not always the case – I am committed to this change. The presence of the French and European flags as well as the chorus of La Marseillaise in the classes seems to me to be positive. This may be an opportunity to provide elements of civic education. I would like to grant you, Madam Member, that this is necessary but not sufficient. No one here believes that this is the alpha and the omega of civic education, but it is in the right direction. I have begun to look at how this implementation can be done technically: it can be simple since a poster can suffice, as national education has been able to do with the Charter of secularism, now well visible in all schools. I will be glad that this question is an opportunity to find unity. Again, it is not all settled in this area, but it is a beautiful symbol for our school at a time when, as I pointed out during the debates, students are seeking membership and affirmation when this is done in a serene manner, which will obviously be the case.
ParlaMint-FR_2019-02-15-O1153.u537	Mrs Nadia Essayan has the floor.
ParlaMint-FR_2019-02-15-O1153.u538	The presence of these symbols of the Republic, which we all respect, in the courses of history-geography and civic education, was sufficient. But you want more, you want them in all classes. All right. I repeat that this adherence to our values will certainly involve symbols but, above all, the opportunity that will be given to students to succeed better thanks to our school of trust, that which will give them the means to find their place in a nation that cares for everyone and first of all the most fragile, the least favoured because of their birth. [[Applause on the benches of the MODEM and LaREM groups]] The unity of the nation passes as much through yours, through our flags, as through fraternity and respect for our values.
ParlaMint-FR_2019-02-15-O1153.u539	Mr Philippe Vigier has the floor.
ParlaMint-FR_2019-02-15-O1153.u540	We're going to help you, minister, because it's important. Earlier, you yourself said that the school was the most beautiful territorial settlement in the Republic: 60000 schools in our country! Colleagues, do we not receive, on the eve of the patriotic demonstrations, a small letter from the prefects asking to pavoise our public buildings? [[Applause on the benches of the LT, LaREM and LR groups]] When you took up your duties, minister, you came to my department and you said that the school should be able to master reading, numeracy, writing. You have spoken a fourth word which, for me, is essential; You talked about respect, respect for the Republic, its symbols, its values. When the Republic is weakened, there is a need for even more republics and, in this case, it is an act that goes in this direction.
ParlaMint-FR_2019-02-15-O1153.u541	All right! Excellent!
ParlaMint-FR_2019-02-15-O1153.u542	Mrs Sabine Rubin has the floor.
ParlaMint-FR_2019-02-15-O1153.u543	If you really think that the presence of a flag in each class will allow young people to re-approve republican values... The constant inclusion of symbols in the law – or, why not – and, rarely, the acts that make it possible to truly appropriate the values of the Republic – is really a demonstration of great naivety. [[Laughs on various benches]] Do you really think, given what today's youth is, that the presence of a flag in each room, and not just at the school pediment, will change something? If it doesn't change anything, why are you doing it? Is there a flag lobby in this Chamber?
ParlaMint-FR_2019-02-15-O1153.u544	I shall put to the vote rule 1 bis A.
ParlaMint-FR_2019-02-15-O1153.u545	The result of the vote is as follows: Number of voters 44 Number of votes cast 39 Absolute majority 20 For adoption 29 Against 10
ParlaMint-FR_2019-02-15-O1153.u546	We have completed the discussion of the clauses of the bill. I recall that the Conference of Presidents decided that explanations of vote and public vote on the entire bill will be held on Tuesday, 19 February, after questions to the Government. The Minister has the floor.
ParlaMint-FR_2019-02-15-O1153.u547	At the end of these discussions, I would like to express my gratitude to you, not only because it is late, but also for the quality of the work, for the respect that has presided over our discussions. I think it was a very interesting week on the substance, even if we could have debated much more so the issues are important. I thank the presidents of the sitting, who made it possible for our debates to be properly held – we have seen him again today, Mr Le Fur – the rapporteurs Anne-Christine Lang and Fanette Charvier with whom we worked a lot to prepare this text, the chairman of the committee, Bruno Studer – thank you, Mr President – all the Members who participated in the debates and contributed to the work that was considerable upstream, all the services of the National Assembly, including the administrators who worked on the bill, the advisers of all the political groups, who support the Members of Parliament on a daily basis, and the staff who are there tonight. I thank them very much. [[Applause on the benches of the LaREM and MODEM groups]] I also want to thank the departments of the department, who are doing exceptional work in the shadows and who I am always proud to mention. At this late hour, you will forgive me for not developing all these acronyms: the DNE, DREIC, DEPP, DGESIP, DAF, DGHR, DGESCO, the General Secretariat and DOJ. Behind these acronyms, there are men and women who work remarkably well in the service of the Ministry of National Education, and I am proud of this house – as well as the debates we have had before your assembly.
ParlaMint-FR_2019-02-15-O1153.u548	Next sitting, Monday, 18 February, at 4 p.m.: Motion for a resolution on the European trade agenda; Final reading of the Justice Bills. The meeting is adjourned.
